node_id,left,right,distance
137459,66121,137458,0.0
137460,66147,137459,0.0
137461,66148,137460,0.0
137462,66149,137461,0.0
137463,66492,137462,0.0
137464,66493,137463,0.0
137465,66494,137464,0.0
137466,75453,137465,0.0
137467,76202,137466,0.0
137468,76203,137467,0.0
137469,76204,137468,0.0
137470,76205,137469,0.0
137471,85858,137470,0.0
137472,89483,137471,0.0
137473,89485,137472,0.0
137474,89487,137473,0.0
137475,89491,137474,0.0
137476,89492,137475,0.0
137477,89497,137476,0.0
137478,89514,137477,0.0
137479,89547,137478,0.0
137480,89548,137479,0.0
137481,89549,137480,0.0
137482,89550,137481,0.0
137483,89556,137482,0.0
137484,97778,137483,0.0
137485,97779,137484,0.0
137486,97810,137485,0.0
137487,97811,137486,0.0
137488,98794,137487,0.0
137489,98795,137488,0.0
137490,98796,137489,0.0
137491,98798,137490,0.0
137492,98799,137491,0.0
137493,98800,137492,0.0
137494,98802,137493,0.0
137495,98803,137494,0.0
137496,98805,137495,0.0
137497,98806,137496,0.0
137498,109009,137497,0.0
137499,109010,137498,0.0
137500,109011,137499,0.0
137501,109012,137500,0.0
137502,109013,137501,0.0
137503,109014,137502,0.0
137504,109015,137503,0.0
137505,109016,137504,0.0
137506,109017,137505,0.0
137507,109018,137506,0.0
137508,109019,137507,0.0
137509,109020,137508,0.0
137510,109021,137509,0.0
137511,109022,137510,0.0
137512,109023,137511,0.0
137513,109025,137512,0.0
137514,109026,137513,0.0
137515,112245,137514,0.0
137516,120525,137515,0.0
137517,123373,137516,0.0
137518,123374,137517,0.0
137519,126282,137518,0.0
137520,126329,137519,0.0
137521,126390,137520,0.0
137522,126391,137521,0.0
137523,126393,137522,0.0
137524,126394,137523,0.0
137525,126396,137524,0.0
137526,126397,137525,0.0
137527,126398,137526,0.0
137528,126399,137527,0.0
137529,126400,137528,0.0
137530,126401,137529,0.0
137531,126402,137530,0.0
137532,126403,137531,0.0
137533,5880,18015,0.0
137534,8254,14964,0.0
137535,4166,45336,0.0
137536,45887,137535,0.0
137537,46056,137536,0.0
137538,46446,137537,0.0
137539,46546,137538,0.0
137540,47262,137539,0.0
137541,57116,137540,0.0
137542,57329,137541,0.0
137543,96122,137542,0.0
137544,96150,137543,0.0
137545,45497,46249,0.0
137546,57918,137545,0.0
137547,61945,137546,0.0
137548,96128,137547,0.0
137549,89713,89717,0.0
137550,16649,23740,0.0
137551,27097,27099,0.0
137552,28634,137551,0.0
137553,29281,137552,0.0
137554,29311,137553,0.0
137555,30713,137554,0.0
137556,30778,137555,0.0
137557,30786,137556,0.0
137558,30910,137557,0.0
137559,35869,137558,0.0
137560,35881,137559,0.0
137561,35882,137560,0.0
137562,36150,137561,0.0
137563,36153,137562,0.0
137564,36782,137563,0.0
137565,37346,137564,0.0
137566,37703,137565,0.0
137567,37716,137566,0.0
137568,38121,137567,0.0
137569,39059,137568,0.0
137570,47473,137569,0.0
137571,47606,137570,0.0
137572,47654,137571,0.0
137573,47793,137572,0.0
137574,47958,137573,0.0
137575,48073,137574,0.0
137576,48210,137575,0.0
137577,48406,137576,0.0
137578,48431,137577,0.0
137579,48962,137578,0.0
137580,49280,137579,0.0
137581,49423,137580,0.0
137582,49443,137581,0.0
137583,49947,137582,0.0
137584,50210,137583,0.0
137585,50257,137584,0.0
137586,50375,137585,0.0
137587,50522,137586,0.0
137588,50700,137587,0.0
137589,50823,137588,0.0
137590,51143,137589,0.0
137591,51303,137590,0.0
137592,51308,137591,0.0
137593,51472,137592,0.0
137594,51598,137593,0.0
137595,51609,137594,0.0
137596,51644,137595,0.0
137597,51791,137596,0.0
137598,52181,137597,0.0
137599,52218,137598,0.0
137600,52486,137599,0.0
137601,52515,137600,0.0
137602,52517,137601,0.0
137603,52645,137602,0.0
137604,52675,137603,0.0
137605,52678,137604,0.0
137606,52681,137605,0.0
137607,52818,137606,0.0
137608,52933,137607,0.0
137609,53110,137608,0.0
137610,53221,137609,0.0
137611,53252,137610,0.0
137612,53261,137611,0.0
137613,53341,137612,0.0
137614,53354,137613,0.0
137615,53374,137614,0.0
137616,53498,137615,0.0
137617,53647,137616,0.0
137618,53747,137617,0.0
137619,53767,137618,0.0
137620,53907,137619,0.0
137621,53914,137620,0.0
137622,53932,137621,0.0
137623,53941,137622,0.0
137624,54077,137623,0.0
137625,54190,137624,0.0
137626,54197,137625,0.0
137627,54204,137626,0.0
137628,54207,137627,0.0
137629,54208,137628,0.0
137630,54624,137629,0.0
137631,54744,137630,0.0
137632,54772,137631,0.0
137633,54773,137632,0.0
137634,54881,137633,0.0
137635,54918,137634,0.0
137636,55196,137635,0.0
137637,55341,137636,0.0
137638,55576,137637,0.0
137639,55856,137638,0.0
137640,55864,137639,0.0
137641,55944,137640,0.0
137642,55961,137641,0.0
137643,55983,137642,0.0
137644,56075,137643,0.0
137645,56118,137644,0.0
137646,56224,137645,0.0
137647,56239,137646,0.0
137648,56330,137647,0.0
137649,56954,137648,0.0
137650,56956,137649,0.0
137651,57438,137650,0.0
137652,58168,137651,0.0
137653,58169,137652,0.0
137654,58170,137653,0.0
137655,58174,137654,0.0
137656,58176,137655,0.0
137657,58180,137656,0.0
137658,58181,137657,0.0
137659,58182,137658,0.0
137660,58183,137659,0.0
137661,58184,137660,0.0
137662,58185,137661,0.0
137663,58186,137662,0.0
137664,58187,137663,0.0
137665,58188,137664,0.0
137666,58189,137665,0.0
137667,58190,137666,0.0
137668,63951,137667,0.0
137669,64484,137668,0.0
137670,64561,137669,0.0
137671,65783,137670,0.0
137672,65976,137671,0.0
137673,65977,137672,0.0
137674,65978,137673,0.0
137675,65979,137674,0.0
137676,70626,137675,0.0
137677,72095,137676,0.0
137678,72096,137677,0.0
137679,72097,137678,0.0
137680,72098,137679,0.0
137681,72099,137680,0.0
137682,72103,137681,0.0
137683,72111,137682,0.0
137684,72341,137683,0.0
137685,74037,137684,0.0
137686,74038,137685,0.0
137687,74039,137686,0.0
137688,74040,137687,0.0
137689,74041,137688,0.0
137690,74050,137689,0.0
137691,76271,137690,0.0
137692,78131,137691,0.0
137693,79990,137692,0.0
137694,79991,137693,0.0
137695,80968,137694,0.0
137696,88926,137695,0.0
137697,88927,137696,0.0
137698,88940,137697,0.0
137699,88955,137698,0.0
137700,88994,137699,0.0
137701,89025,137700,0.0
137702,89026,137701,0.0
137703,89027,137702,0.0
137704,96624,137703,0.0
137705,96630,137704,0.0
137706,102089,137705,0.0
137707,102090,137706,0.0
137708,102091,137707,0.0
137709,102092,137708,0.0
137710,102093,137709,0.0
137711,105023,137710,0.0
137712,105024,137711,0.0
137713,105029,137712,0.0
137714,105069,137713,0.0
137715,105087,137714,0.0
137716,105109,137715,0.0
137717,105110,137716,0.0
137718,105979,137717,0.0
137719,105980,137718,0.0
137720,105981,137719,0.0
137721,105984,137720,0.0
137722,105985,137721,0.0
137723,105988,137722,0.0
137724,105989,137723,0.0
137725,105993,137724,0.0
137726,105997,137725,0.0
137727,106000,137726,0.0
137728,106001,137727,0.0
137729,106003,137728,0.0
137730,106004,137729,0.0
137731,106006,137730,0.0
137732,106007,137731,0.0
137733,106063,137732,0.0
137734,112945,137733,0.0
137735,112971,137734,0.0
137736,112973,137735,0.0
137737,112984,137736,0.0
137738,112986,137737,0.0
137739,113005,137738,0.0
137740,113070,137739,0.0
137741,115358,137740,0.0
137742,115359,137741,0.0
137743,115360,137742,0.0
137744,115362,137743,0.0
137745,115363,137744,0.0
137746,115364,137745,0.0
137747,115365,137746,0.0
137748,115371,137747,0.0
137749,115372,137748,0.0
137750,115373,137749,0.0
137751,115374,137750,0.0
137752,115386,137751,0.0
137753,115387,137752,0.0
137754,115388,137753,0.0
137755,115389,137754,0.0
137756,115397,137755,0.0
137757,115398,137756,0.0
137758,115399,137757,0.0
137759,115409,137758,0.0
137760,115410,137759,0.0
137761,115411,137760,0.0
137762,115419,137761,0.0
137763,115420,137762,0.0
137764,115421,137763,0.0
137765,115422,137764,0.0
137766,115438,137765,0.0
137767,115439,137766,0.0
137768,115440,137767,0.0
137769,115457,137768,0.0
137770,116584,137769,0.0
137771,116593,137770,0.0
137772,116601,137771,0.0
137773,116606,137772,0.0
137774,116607,137773,0.0
137775,116611,137774,0.0
137776,116616,137775,0.0
137777,116617,137776,0.0
137778,116618,137777,0.0
137779,116625,137778,0.0
137780,116626,137779,0.0
137781,116627,137780,0.0
137782,118489,137781,0.0
137783,119759,137782,0.0
137784,119779,137783,0.0
137785,119816,137784,0.0
137786,120965,137785,0.0
137787,120967,137786,0.0
137788,121210,137787,0.0
137789,121601,137788,0.0
137790,121603,137789,0.0
137791,121866,137790,0.0
137792,122861,137791,0.0
137793,122863,137792,0.0
137794,122864,137793,0.0
137795,122865,137794,0.0
137796,122866,137795,0.0
137797,122867,137796,0.0
137798,122868,137797,0.0
137799,122869,137798,0.0
137800,122870,137799,0.0
137801,122871,137800,0.0
137802,122872,137801,0.0
137803,122873,137802,0.0
137804,122874,137803,0.0
137805,122875,137804,0.0
137806,122876,137805,0.0
137807,122877,137806,0.0
137808,122878,137807,0.0
137809,122879,137808,0.0
137810,123334,137809,0.0
137811,123335,137810,0.0
137812,123336,137811,0.0
137813,123337,137812,0.0
137814,123338,137813,0.0
137815,123339,137814,0.0
137816,123340,137815,0.0
137817,123341,137816,0.0
137818,123750,137817,0.0
137819,127737,137818,0.0
137820,127738,137819,0.0
137821,127747,137820,0.0
137822,127748,137821,0.0
137823,127749,137822,0.0
137824,127750,137823,0.0
137825,127755,137824,0.0
137826,127756,137825,0.0
137827,127757,137826,0.0
137828,127758,137827,0.0
137829,127770,137828,0.0
137830,127771,137829,0.0
137831,127772,137830,0.0
137832,127773,137831,0.0
137833,127795,137832,0.0
137834,129128,137833,0.0
137835,129975,137834,0.0
137836,16265,28438,0.0
137837,47643,137836,0.0
137838,51006,137837,0.0
137839,51784,137838,0.0
137840,58444,137839,0.0
137841,84723,137840,0.0
137842,84724,137841,0.0
137843,102849,137842,0.0
137844,102850,137843,0.0
137845,102851,137844,0.0
137846,102852,137845,0.0
137847,102855,137846,0.0
137848,102856,137847,0.0
137849,102857,137848,0.0
137850,1435,7768,0.0
137851,7889,137850,0.0
137852,7898,137851,0.0
137853,9889,137852,0.0
137854,17725,58581,0.0
137855,93104,93105,0.0
137856,4473,4626,0.0
137857,4914,137856,0.0
137858,4968,137857,0.0
137859,4992,137858,0.0
137860,8090,137859,0.0
137861,14923,137860,0.0
137862,1240,4922,0.0
137863,8071,137862,0.0
137864,9211,137863,0.0
137865,12052,137864,0.0
137866,12976,137865,0.0
137867,13398,137866,0.0
137868,13761,137867,0.0
137869,16663,137868,0.0
137870,18751,137869,0.0
137871,20914,137870,0.0
137872,21176,137871,0.0
137873,79514,137872,0.0
137874,129416,137873,0.0
137875,129466,137874,0.0
137876,129494,137875,0.0
137877,129506,137876,0.0
137878,129552,137877,0.0
137879,129556,137878,0.0
137880,129570,137879,0.0
137881,129587,137880,0.0
137882,129597,137881,0.0
137883,129633,137882,0.0
137884,129706,137883,0.0
137885,1018,9862,0.0
137886,49416,100072,0.0
137887,27462,47260,0.0
137888,123748,137887,0.0
137889,127255,137888,0.0
137890,127257,137889,0.0
137891,127258,137890,0.0
137892,127259,137891,0.0
137893,12161,13415,0.0
137894,17456,21093,0.0
137895,725,18718,0.0
137896,988,1758,0.0
137897,9673,137896,0.0
137898,13304,137897,0.0
137899,13306,137898,0.0
137900,13380,137899,0.0
137901,16919,137900,0.0
137902,17416,137901,0.0
137903,20746,137902,0.0
137904,30506,137903,0.0
137905,65769,137904,0.0
137906,66306,137905,0.0
137907,66471,137906,0.0
137908,74820,137907,0.0
137909,75889,137908,0.0
137910,82663,137909,0.0
137911,97216,137910,0.0
137912,120521,137911,0.0
137913,5246,6474,0.0
137914,9032,10738,0.0
137915,17671,137914,0.0
137916,59808,137915,0.0
137917,2753,4215,0.0
137918,62681,137917,0.0
137919,75126,137918,0.0
137920,77790,137919,0.0
137921,51778,103225,0.0
137922,4627,15802,0.0
137923,17180,137922,0.0
137924,18192,137923,0.0
137925,23230,137924,0.0
137926,23254,137925,0.0
137927,23321,137926,0.0
137928,23333,137927,0.0
137929,23356,137928,0.0
137930,23370,137929,0.0
137931,23378,137930,0.0
137932,23422,137931,0.0
137933,23444,137932,0.0
137934,23458,137933,0.0
137935,23512,137934,0.0
137936,23916,137935,0.0
137937,23986,137936,0.0
137938,24002,137937,0.0
137939,24029,137938,0.0
137940,24149,137939,0.0
137941,24150,137940,0.0
137942,24152,137941,0.0
137943,24345,137942,0.0
137944,24769,137943,0.0
137945,24777,137944,0.0
137946,24782,137945,0.0
137947,24826,137946,0.0
137948,24911,137947,0.0
137949,24995,137948,0.0
137950,24997,137949,0.0
137951,25400,137950,0.0
137952,25411,137951,0.0
137953,25418,137952,0.0
137954,25428,137953,0.0
137955,25434,137954,0.0
137956,25459,137955,0.0
137957,25515,137956,0.0
137958,25546,137957,0.0
137959,25657,137958,0.0
137960,25978,137959,0.0
137961,26028,137960,0.0
137962,26053,137961,0.0
137963,26090,137962,0.0
137964,26139,137963,0.0
137965,26253,137964,0.0
137966,26272,137965,0.0
137967,26675,137966,0.0
137968,26723,137967,0.0
137969,26738,137968,0.0
137970,26741,137969,0.0
137971,26787,137970,0.0
137972,26824,137971,0.0
137973,26873,137972,0.0
137974,26907,137973,0.0
137975,26919,137974,0.0
137976,27342,137975,0.0
137977,27397,137976,0.0
137978,27417,137977,0.0
137979,27419,137978,0.0
137980,27421,137979,0.0
137981,27443,137980,0.0
137982,27493,137981,0.0
137983,27541,137982,0.0
137984,27927,137983,0.0
137985,27931,137984,0.0
137986,27940,137985,0.0
137987,27959,137986,0.0
137988,27997,137987,0.0
137989,28017,137988,0.0
137990,28086,137989,0.0
137991,28123,137990,0.0
137992,28176,137991,0.0
137993,28202,137992,0.0
137994,28206,137993,0.0
137995,28211,137994,0.0
137996,28306,137995,0.0
137997,28675,137996,0.0
137998,28680,137997,0.0
137999,29624,137998,0.0
138000,29704,137999,0.0
138001,29760,138000,0.0
138002,30006,138001,0.0
138003,30185,138002,0.0
138004,30186,138003,0.0
138005,31243,138004,0.0
138006,31537,138005,0.0
138007,31698,138006,0.0
138008,31731,138007,0.0
138009,32033,138008,0.0
138010,32049,138009,0.0
138011,32097,138010,0.0
138012,32145,138011,0.0
138013,32229,138012,0.0
138014,32243,138013,0.0
138015,32659,138014,0.0
138016,32692,138015,0.0
138017,32696,138016,0.0
138018,32702,138017,0.0
138019,32721,138018,0.0
138020,32734,138019,0.0
138021,32748,138020,0.0
138022,33055,138021,0.0
138023,33125,138022,0.0
138024,33177,138023,0.0
138025,33500,138024,0.0
138026,33514,138025,0.0
138027,33574,138026,0.0
138028,33885,138027,0.0
138029,33965,138028,0.0
138030,34740,138029,0.0
138031,34904,138030,0.0
138032,34926,138031,0.0
138033,34956,138032,0.0
138034,35242,138033,0.0
138035,35320,138034,0.0
138036,35321,138035,0.0
138037,35357,138036,0.0
138038,35371,138037,0.0
138039,35404,138038,0.0
138040,35417,138039,0.0
138041,35435,138040,0.0
138042,35763,138041,0.0
138043,36738,138042,0.0
138044,36774,138043,0.0
138045,37153,138044,0.0
138046,37471,138045,0.0
138047,37629,138046,0.0
138048,37983,138047,0.0
138049,38871,138048,0.0
138050,39018,138049,0.0
138051,39329,138050,0.0
138052,39332,138051,0.0
138053,39350,138052,0.0
138054,39362,138053,0.0
138055,39386,138054,0.0
138056,39390,138055,0.0
138057,39404,138056,0.0
138058,39419,138057,0.0
138059,39445,138058,0.0
138060,39447,138059,0.0
138061,39495,138060,0.0
138062,39774,138061,0.0
138063,39777,138062,0.0
138064,39787,138063,0.0
138065,39803,138064,0.0
138066,39814,138065,0.0
138067,39816,138066,0.0
138068,39818,138067,0.0
138069,39836,138068,0.0
138070,40081,138069,0.0
138071,40092,138070,0.0
138072,40098,138071,0.0
138073,40112,138072,0.0
138074,40123,138073,0.0
138075,40124,138074,0.0
138076,40137,138075,0.0
138077,40157,138076,0.0
138078,40165,138077,0.0
138079,40178,138078,0.0
138080,40191,138079,0.0
138081,40198,138080,0.0
138082,40209,138081,0.0
138083,40227,138082,0.0
138084,40416,138083,0.0
138085,40472,138084,0.0
138086,40485,138085,0.0
138087,40500,138086,0.0
138088,40501,138087,0.0
138089,40508,138088,0.0
138090,40547,138089,0.0
138091,40557,138090,0.0
138092,40576,138091,0.0
138093,40603,138092,0.0
138094,40788,138093,0.0
138095,40838,138094,0.0
138096,40846,138095,0.0
138097,40848,138096,0.0
138098,40890,138097,0.0
138099,41173,138098,0.0
138100,41221,138099,0.0
138101,41276,138100,0.0
138102,41297,138101,0.0
138103,41298,138102,0.0
138104,41303,138103,0.0
138105,41630,138104,0.0
138106,41681,138105,0.0
138107,41691,138106,0.0
138108,41695,138107,0.0
138109,41698,138108,0.0
138110,41704,138109,0.0
138111,41718,138110,0.0
138112,41755,138111,0.0
138113,41774,138112,0.0
138114,41791,138113,0.0
138115,41951,138114,0.0
138116,41989,138115,0.0
138117,42003,138116,0.0
138118,42041,138117,0.0
138119,42042,138118,0.0
138120,42048,138119,0.0
138121,42052,138120,0.0
138122,42060,138121,0.0
138123,42077,138122,0.0
138124,42087,138123,0.0
138125,42126,138124,0.0
138126,42155,138125,0.0
138127,42162,138126,0.0
138128,42175,138127,0.0
138129,42176,138128,0.0
138130,42337,138129,0.0
138131,42338,138130,0.0
138132,42354,138131,0.0
138133,42383,138132,0.0
138134,42434,138133,0.0
138135,42438,138134,0.0
138136,42449,138135,0.0
138137,42462,138136,0.0
138138,42471,138137,0.0
138139,42473,138138,0.0
138140,42475,138139,0.0
138141,42493,138140,0.0
138142,42684,138141,0.0
138143,42704,138142,0.0
138144,42722,138143,0.0
138145,42772,138144,0.0
138146,42812,138145,0.0
138147,42813,138146,0.0
138148,42814,138147,0.0
138149,42816,138148,0.0
138150,42821,138149,0.0
138151,43097,138150,0.0
138152,43156,138151,0.0
138153,43157,138152,0.0
138154,43167,138153,0.0
138155,43169,138154,0.0
138156,43175,138155,0.0
138157,43192,138156,0.0
138158,43200,138157,0.0
138159,43205,138158,0.0
138160,43209,138159,0.0
138161,43211,138160,0.0
138162,43491,138161,0.0
138163,43524,138162,0.0
138164,43545,138163,0.0
138165,43551,138164,0.0
138166,43568,138165,0.0
138167,43569,138166,0.0
138168,43619,138167,0.0
138169,43858,138168,0.0
138170,43898,138169,0.0
138171,43899,138170,0.0
138172,43917,138171,0.0
138173,43931,138172,0.0
138174,43950,138173,0.0
138175,43954,138174,0.0
138176,43959,138175,0.0
138177,43977,138176,0.0
138178,43989,138177,0.0
138179,44004,138178,0.0
138180,44037,138179,0.0
138181,44236,138180,0.0
138182,44239,138181,0.0
138183,44252,138182,0.0
138184,44263,138183,0.0
138185,44283,138184,0.0
138186,44309,138185,0.0
138187,44316,138186,0.0
138188,44351,138187,0.0
138189,44356,138188,0.0
138190,44361,138189,0.0
138191,44373,138190,0.0
138192,44578,138191,0.0
138193,44589,138192,0.0
138194,44600,138193,0.0
138195,44638,138194,0.0
138196,44639,138195,0.0
138197,44657,138196,0.0
138198,44658,138197,0.0
138199,44673,138198,0.0
138200,44690,138199,0.0
138201,44732,138200,0.0
138202,44745,138201,0.0
138203,45306,138202,0.0
138204,45400,138203,0.0
138205,46340,138204,0.0
138206,46695,138205,0.0
138207,46777,138206,0.0
138208,46785,138207,0.0
138209,47115,138208,0.0
138210,47361,138209,0.0
138211,47372,138210,0.0
138212,47382,138211,0.0
138213,47403,138212,0.0
138214,47419,138213,0.0
138215,47434,138214,0.0
138216,47488,138215,0.0
138217,47537,138216,0.0
138218,47554,138217,0.0
138219,47577,138218,0.0
138220,47578,138219,0.0
138221,47584,138220,0.0
138222,47701,138221,0.0
138223,47727,138222,0.0
138224,47751,138223,0.0
138225,47757,138224,0.0
138226,47861,138225,0.0
138227,47868,138226,0.0
138228,47895,138227,0.0
138229,47898,138228,0.0
138230,48044,138229,0.0
138231,48170,138230,0.0
138232,48180,138231,0.0
138233,48181,138232,0.0
138234,48325,138233,0.0
138235,48329,138234,0.0
138236,48349,138235,0.0
138237,48358,138236,0.0
138238,48375,138237,0.0
138239,48562,138238,0.0
138240,48563,138239,0.0
138241,48576,138240,0.0
138242,48591,138241,0.0
138243,48716,138242,0.0
138244,48730,138243,0.0
138245,48737,138244,0.0
138246,48749,138245,0.0
138247,49030,138246,0.0
138248,49206,138247,0.0
138249,49229,138248,0.0
138250,49230,138249,0.0
138251,49253,138250,0.0
138252,49338,138251,0.0
138253,49345,138252,0.0
138254,49541,138253,0.0
138255,49551,138254,0.0
138256,49581,138255,0.0
138257,49839,138256,0.0
138258,49848,138257,0.0
138259,49856,138258,0.0
138260,50022,138259,0.0
138261,50044,138260,0.0
138262,50171,138261,0.0
138263,50204,138262,0.0
138264,50310,138263,0.0
138265,50346,138264,0.0
138266,50459,138265,0.0
138267,50510,138266,0.0
138268,50618,138267,0.0
138269,50627,138268,0.0
138270,50628,138269,0.0
138271,50752,138270,0.0
138272,50773,138271,0.0
138273,51215,138272,0.0
138274,51219,138273,0.0
138275,51227,138274,0.0
138276,51246,138275,0.0
138277,51389,138276,0.0
138278,51400,138277,0.0
138279,51418,138278,0.0
138280,51528,138279,0.0
138281,51595,138280,0.0
138282,51693,138281,0.0
138283,51741,138282,0.0
138284,51837,138283,0.0
138285,51859,138284,0.0
138286,51895,138285,0.0
138287,51984,138286,0.0
138288,52283,138287,0.0
138289,53191,138288,0.0
138290,55893,138289,0.0
138291,56880,138290,0.0
138292,56914,138291,0.0
138293,56927,138292,0.0
138294,57115,138293,0.0
138295,57118,138294,0.0
138296,57261,138295,0.0
138297,57262,138296,0.0
138298,57271,138297,0.0
138299,57332,138298,0.0
138300,57464,138299,0.0
138301,57470,138300,0.0
138302,57520,138301,0.0
138303,57523,138302,0.0
138304,57524,138303,0.0
138305,57548,138304,0.0
138306,57562,138305,0.0
138307,57578,138306,0.0
138308,57587,138307,0.0
138309,57588,138308,0.0
138310,57599,138309,0.0
138311,57617,138310,0.0
138312,57624,138311,0.0
138313,57625,138312,0.0
138314,59152,138313,0.0
138315,59388,138314,0.0
138316,59389,138315,0.0
138317,59390,138316,0.0
138318,59391,138317,0.0
138319,59392,138318,0.0
138320,59410,138319,0.0
138321,61639,138320,0.0
138322,61640,138321,0.0
138323,61641,138322,0.0
138324,61642,138323,0.0
138325,61643,138324,0.0
138326,61644,138325,0.0
138327,61645,138326,0.0
138328,62354,138327,0.0
138329,65032,138328,0.0
138330,65465,138329,0.0
138331,66199,138330,0.0
138332,67177,138331,0.0
138333,67233,138332,0.0
138334,67234,138333,0.0
138335,67235,138334,0.0
138336,67236,138335,0.0
138337,67275,138336,0.0
138338,67276,138337,0.0
138339,67277,138338,0.0
138340,67278,138339,0.0
138341,67279,138340,0.0
138342,67280,138341,0.0
138343,67281,138342,0.0
138344,67282,138343,0.0
138345,67283,138344,0.0
138346,67284,138345,0.0
138347,67285,138346,0.0
138348,67286,138347,0.0
138349,67287,138348,0.0
138350,67288,138349,0.0
138351,67289,138350,0.0
138352,67549,138351,0.0
138353,68422,138352,0.0
138354,68423,138353,0.0
138355,68424,138354,0.0
138356,68425,138355,0.0
138357,68426,138356,0.0
138358,68427,138357,0.0
138359,68428,138358,0.0
138360,68429,138359,0.0
138361,68430,138360,0.0
138362,68431,138361,0.0
138363,68432,138362,0.0
138364,68433,138363,0.0
138365,68434,138364,0.0
138366,68435,138365,0.0
138367,68436,138366,0.0
138368,68437,138367,0.0
138369,68438,138368,0.0
138370,68439,138369,0.0
138371,68440,138370,0.0
138372,68441,138371,0.0
138373,68442,138372,0.0
138374,68443,138373,0.0
138375,68444,138374,0.0
138376,68445,138375,0.0
138377,68446,138376,0.0
138378,68447,138377,0.0
138379,68448,138378,0.0
138380,68449,138379,0.0
138381,68450,138380,0.0
138382,68451,138381,0.0
138383,68452,138382,0.0
138384,68453,138383,0.0
138385,68454,138384,0.0
138386,68455,138385,0.0
138387,68456,138386,0.0
138388,68457,138387,0.0
138389,68458,138388,0.0
138390,68459,138389,0.0
138391,68460,138390,0.0
138392,68461,138391,0.0
138393,68462,138392,0.0
138394,68463,138393,0.0
138395,68464,138394,0.0
138396,68465,138395,0.0
138397,68466,138396,0.0
138398,68467,138397,0.0
138399,68468,138398,0.0
138400,68469,138399,0.0
138401,68470,138400,0.0
138402,68471,138401,0.0
138403,68472,138402,0.0
138404,68473,138403,0.0
138405,68474,138404,0.0
138406,68475,138405,0.0
138407,68476,138406,0.0
138408,68477,138407,0.0
138409,68478,138408,0.0
138410,68479,138409,0.0
138411,68480,138410,0.0
138412,68481,138411,0.0
138413,68482,138412,0.0
138414,68483,138413,0.0
138415,68484,138414,0.0
138416,68485,138415,0.0
138417,68486,138416,0.0
138418,68487,138417,0.0
138419,69468,138418,0.0
138420,69469,138419,0.0
138421,69470,138420,0.0
138422,69471,138421,0.0
138423,69472,138422,0.0
138424,69473,138423,0.0
138425,69474,138424,0.0
138426,69475,138425,0.0
138427,69476,138426,0.0
138428,69477,138427,0.0
138429,69478,138428,0.0
138430,69479,138429,0.0
138431,69480,138430,0.0
138432,69481,138431,0.0
138433,69482,138432,0.0
138434,69483,138433,0.0
138435,69484,138434,0.0
138436,69485,138435,0.0
138437,69486,138436,0.0
138438,69487,138437,0.0
138439,69488,138438,0.0
138440,69489,138439,0.0
138441,69490,138440,0.0
138442,69491,138441,0.0
138443,69492,138442,0.0
138444,69493,138443,0.0
138445,69494,138444,0.0
138446,69495,138445,0.0
138447,69496,138446,0.0
138448,69497,138447,0.0
138449,69498,138448,0.0
138450,69499,138449,0.0
138451,69500,138450,0.0
138452,69501,138451,0.0
138453,69502,138452,0.0
138454,69503,138453,0.0
138455,69504,138454,0.0
138456,69505,138455,0.0
138457,69506,138456,0.0
138458,69507,138457,0.0
138459,69508,138458,0.0
138460,69509,138459,0.0
138461,69510,138460,0.0
138462,69511,138461,0.0
138463,69512,138462,0.0
138464,69513,138463,0.0
138465,69853,138464,0.0
138466,70709,138465,0.0
138467,70710,138466,0.0
138468,70711,138467,0.0
138469,70712,138468,0.0
138470,77607,138469,0.0
138471,81655,138470,0.0
138472,81656,138471,0.0
138473,81657,138472,0.0
138474,82841,138473,0.0
138475,82865,138474,0.0
138476,82921,138475,0.0
138477,82922,138476,0.0
138478,83917,138477,0.0
138479,83918,138478,0.0
138480,83919,138479,0.0
138481,83921,138480,0.0
138482,83926,138481,0.0
138483,83929,138482,0.0
138484,83931,138483,0.0
138485,83932,138484,0.0
138486,83935,138485,0.0
138487,83937,138486,0.0
138488,83942,138487,0.0
138489,83946,138488,0.0
138490,83952,138489,0.0
138491,83955,138490,0.0
138492,84009,138491,0.0
138493,84010,138492,0.0
138494,84014,138493,0.0
138495,84023,138494,0.0
138496,84025,138495,0.0
138497,84026,138496,0.0
138498,84027,138497,0.0
138499,84028,138498,0.0
138500,84029,138499,0.0
138501,84030,138500,0.0
138502,84031,138501,0.0
138503,84033,138502,0.0
138504,86705,138503,0.0
138505,86721,138504,0.0
138506,86743,138505,0.0
138507,88368,138506,0.0
138508,88369,138507,0.0
138509,88370,138508,0.0
138510,88378,138509,0.0
138511,88381,138510,0.0
138512,88382,138511,0.0
138513,88424,138512,0.0
138514,88425,138513,0.0
138515,88431,138514,0.0
138516,88506,138515,0.0
138517,88507,138516,0.0
138518,88511,138517,0.0
138519,88553,138518,0.0
138520,88565,138519,0.0
138521,88611,138520,0.0
138522,88615,138521,0.0
138523,88767,138522,0.0
138524,88768,138523,0.0
138525,88769,138524,0.0
138526,88770,138525,0.0
138527,88777,138526,0.0
138528,88778,138527,0.0
138529,88779,138528,0.0
138530,88780,138529,0.0
138531,88785,138530,0.0
138532,88787,138531,0.0
138533,88788,138532,0.0
138534,88789,138533,0.0
